project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
"REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA DI CIRCA 256,54 MWP E RELATIVO SISTEMA DI ACCUMULO INTEGRATO DELLA POTENZA E CAPACITÀ DI ACCUMULO PARI A 20MW-40MWH DA REALIZZARSI NEI COMUNI DI CATANIA (CT), MOTTA SANT'ANASTASIA (CT) E LENTINI (SR)",BIG FISH SPV S.R.L.,Sicilia,CT,CATANIA,V.I.A. (art.23 - 27bis),256.54,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=274&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.971685
Impianto FER agrivoltaico - Comune di Cerignola (FG) - 25.72 MW,,Puglia,FG,Cerignola,Puglia VIA FER - agrivoltaico,25.72,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.045369
"MARCANZOTTA - IMPIANTO FOTOVOLTAICO 86,16 MWP",LIMES 17 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),86.16,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=678&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.988028
Provvedimento Autorizzatorio Unico Regionale n° G12377 del 11/10/2021 Impianto fotovoltaico a terra della potenza di circa 12Mwp connesso alla rete E-Distribuzione in loc. Lagaccione Determina n° G06025 del 21/05/2021 Favorevole con prescrizioni,ACEA SOLAR SRL,Lazio,Viterbo,San Lorenzo Nuovo,VIA,12.0,positivo,lazio,https://regionelazio.app.box.com/v/VIA-005-2020,2026-04-26T08:07:23.674154
"Realizzazione Impianto di produzione di energia da fonte fotovoltaica - Potenza Nominale 6401,4 KW loc. Via Migliara 45 - Determinazione n°G14319 del 30/11/2020 Escluso dalla procedura di Via con prescrizioni",AMS 3.0 SRL,Lazio,Latina,Latina,VERIFICA,6.4014,,lazio,https://regionelazio.app.box.com/v/VIA-075-2020,2026-04-26T08:07:23.676148
"Provvedimento Autorizzatorio Unico Regionale n° G12375 del 11/10/2021 Realizzazione campo fotovoltaico denominato Aster Sole di potenza nominale pari a 2702,70 Kwp in località Vergini Nuove Determina n° G09168 del 08/07/2021 Favorevole con prescrizioni",ASTER SOLE SRL,Lazio,Latina,Latina,VIA,2.7027,positivo,lazio,https://regionelazio.box.com/v/VIA-033-2020,2026-04-26T08:07:23.683100
"PROGETTO PER LA COSTRUZIONE E L’ESERCIZIO DI UN IMPIANTO FOTOVOLTAICO GRID-CONNECTED DI TIPO RETROFIT SU SUOLO DELLA POTENZA NOMINALE PARI A 3.018,195 KWP, DENOMINATO “COLLA” DA REALIZZARE SUI TERRENI AGRICOLI SITI IN C. DA FONDO NIGLIO S.N.C. NEL COMUNE",SOLAR ITALY XIII SRL,Sicilia,,,V.I.A. (art.23 - 27bis),3.018195,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=744&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.995895
"IMPIANTO FOTOVOLTAICO DENOMINATO \CATANIA\"" DI POTENZA PARI A 10,7712 KWP""",SICILSOLE S.R.L. SOCIETÀ AGRICOLA,Sicilia,,,V.I.A. (art.23 - 27bis),0.010771,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=869&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.014321
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DI POTENZA NOMINALE PARI A 13,54 MW (9,9 MW IN IMMISSIONE) E RELATIVE OPERE DI CONNESSIONE RICADENTI NELL'AGGLOMERATO INDUSTRIALE DI GRAMMICHELE E CALTAGIRONE.",BLUSOLAR GRAMMICHELE 1 S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),13.54,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=946&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.027930
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 28.59 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,28.59,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.029847
"[ID 2503] Progetto di costruzione di un impianto agrivoltaico integrato da un sistema di accumulo (B.E.S.S.) denominato ""Marcianella” e delle relative opere di connessione alla RTN, di potenza 50 MW, da realizzarsi nei comuni di Chiusi e Montepulciano (SI). Proponente: SONNEDIX EUREKA S.R.L",SONNEDIX EUREKA SRL,Toscana,SI,"CHIUSI, MONTEPULCIANO",Valutazione di Impatto Ambientale,50.0,Consultazione conclusa,toscana,https://servizi.patti.regione.toscana.it/star-info/avvisiPubblici?id=147,2026-04-26T08:08:44.887510
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO PER L’EFFICIENTAMENTO ENERGETICO E LA RIDUZIONE DEI CONSUMI ENERGETICI E DELLE EMISSIONI CLIMALTERANTI DELL’IMPIANTO DI TRATTAMENTO DI RIFIUTI LIQUIDI E FANGOSI, PERICOLOSI E NON.",SEAP DEPURAZIONE ACQUE S.R.L.,Sicilia,,,Verifica di Ottemperanza,,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1585&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.244266
"REALIZZAZIONE IMPIANTO FOTOVOLTAICO SULLA COPERTURA DI FABBRICATO PRODUTTIVO ESISTENTE, SELMI S.R.L., SANTA VITTORIA D'ALBA (CN), ZSC IT 1160029 COLONIE DI CHIROTTERI DI SANTA VITTORIA E MONTICELLO DALBA",SELMI S.R.L,Piemonte,CN,SANTA VITTORIA D'ALBA,Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T08:08:52.928144
INSTALLAZIONE IMPIANTO FOTOVOLTAICO DI 4502 kWp in loc. Archi di San Lidano snc Determinazione n°G01865 del 22/02/2022 - Rinviato alla procedura di Via,AUDAX SOLAR SPV ITALIA 2 SRL,Lazio,Latina,Sezze,VERIFICA,4.502,,lazio,https://regionelazio.box.com/v/VIA-139-2021,2026-04-26T08:07:23.519633
Impianto fotovoltaico a terra e su coperture,,Piemonte,,GHISLARENGO,Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T08:08:52.933206
"REALIZZAZIONE DI IMPIANTO AGRO-FOTOVOLTAICO DENOMINATO “COSTAGRANDE”, DI POTENZA NOMINALE E DI PICCO PARI A 17,99 MW CON TRACKER AD INSEGUIMENTO MONOASSIALE, SITO NEL COMUNE DI TROINA (EN) - CONTRADA COSTAGRANDE SNC",SOCIETÀ BAS ITALY SECONDA S.R.L.,Sicilia,EN,"TROINA, DI TROINA",V.I.A. (art.23 - 27bis),17.99,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1007&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.043969
IMPIANTO FV MEZZALUNA,LENERGIE RINNOVABILI SRL,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1024&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.047630
Impianto FER agrivoltaico - Comune di Apricena (FG) - 83.62 MW,,Puglia,FG,Apricena,Puglia VIA FER - agrivoltaico,83.62,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.203985
"Costruzione di un impianto fotovoltaico a terra connesso alla rete elettrica di distribuzione, di potenza kw.4.177,425 in località S.P. 56, via Migliara 45 Determinazione n°G01866 del 22/02/2022 - Escluso dal procedimento di Via con prescrizioni",EL 1.0 SRL,Lazio,Latina,Latina,VERIFICA,,,lazio,https://regionelazio.box.com/v/VIA-141-2021,2026-04-26T08:07:23.521134
"Determinazione n° G02958 del 14/03/2022 Escluso dal procedimento di Via con prescrizioni Costruzione di un impianto fotovoltaico a terra connesso alla rete elettrica di distribuzione, di potenza kw.7.357,50 in località S.P. 52 Segheria.",EL 1.0 SRL,Lazio,Latina,Latina,VERIFICA,,,lazio,https://regionelazio.box.com/v/VIA-142-2021,2026-04-26T08:07:23.522718
"Q, FOTOVOLTAICO, SOC AGR MARTINI, SANFRè FRAZ. ACATTE, ZSC IT 1110012 BOSCHI E ROCCHE DEL ROERO",SOC AGR MARTINI,Piemonte,,SANFRE',Valutazione di incidenza,,CONCLUSA,piemonte,http://www.sistemapiemonte.it/skvia/HomePage.do?ricerca=ArchivioProgetti,2026-04-26T08:08:52.944266
Impianto FER agrivoltaico - Comune di Manfredonia (FG) - 49.248 MW,,Puglia,FG,Manfredonia,Puglia VIA FER - agrivoltaico,49.248,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.205429
"ARPAE: IMPIANTO AGRIVOLTAICO IBRIDO ""COLORSUN"" DI POTENZA 19.792,50 KWP E SISTEMA DI ACCUMULO DI 11.880,00 KW (BESS).",COLORSUN S.R.L.,Emilia-Romagna,,,VERIFICA ASSOGGETTABILITÀ VIA (SCREENING),19.7925,in_corso,emilia_romagna,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6894,2026-04-26T08:05:31.384559
Impianto FER agrivoltaico - Comune di Troia (FG) - 227.42 MW,,Puglia,FG,Troia,Puglia VIA FER - agrivoltaico,227.42,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.209733
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DI POTENZA DC PARI A 11,294 MWP (9,6 MW AC IN IMMISSIONE) E DELLE RELATIVE OPERE DI CONNESSIONE ALLA RETE DI DISTRIBUZIONE DI MEDIA TENSIONE, SITI IN CONTRADA PIANETTA NEL COMUNE DI MELILLI (SR)",BLUSOLAR MELILLI 2 S.R.L.,Sicilia,SR,"MELILLI, DI MELILLI",V.I.A. (art.23 - 27bis),11.294,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1034&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.053517
Impianto FER agrivoltaico - Comune di San Severo (FG) - 51 MW,,Puglia,FG,San Severo,Puglia VIA FER - agrivoltaico,51.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.211900
"Campo fotovoltaico Vencaiola di potenza di picco pari a 7,87 MWp Determinazione n. G04731 del 23/04/2024 - Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G10808 del 08/08/2024 Determinazione n° G04731 del 23/04/2024 - Favorevole con prescrizioni",GRUPOTEC SOLAR ITALIA 14 SRL,Lazio,Viterbo,Acquapendente,VIA,7.87,positivo,lazio,https://regionelazio.box.com/v/VIA-054-2021,2026-04-26T08:07:23.533263
Realizzazione Impianto FV 5981 KWp in loc. Riserva del Fienile Determinazione n°G01409 del 14/02/2022 - Escluso dal procedimento di Via con prescrizioni,TICA SRL,Lazio,Latina,Latina,VERIFICA,5.981,,lazio,https://regionelazio.box.com/v/VIA-115-2021,2026-04-26T08:07:23.535314
Impianto FER agrivoltaico - Comune di Candela (FG) - 39.5 MW,,Puglia,FG,Candela,Puglia VIA FER - agrivoltaico,39.5,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.213632
"ARPAE: IMPIANTO AGRIVOLTAICO AVANZATO PORTOMAGGIORE CONNESSO ALLA RTN DELLA POTENZA DI PICCO PARI A 18.030,60 KW",LIO ENERGY LEPUS S.R.L.,Emilia-Romagna,,,VIA,18.0306,in_corso,emilia_romagna,https://serviziambiente.regione.emilia-romagna.it/viavasweb/ricerca/dettaglio/6561,2026-04-26T08:05:31.386212
"IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 67,421 MWP NEI TERRITORI DEI COMUNI DI CANICATTINI BAGNI, SIRACUSA E NOTO",LINDO SRL,Sicilia,,"CANICATTINI BAGNI, SIRACUSA E NOTO",V.I.A. (art.23 - 27bis),67.421,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=68&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.961691
"IMPIANTO FOTOVOLTAICO ED OPERE CONNESSE IN COMUNE DI FRANCOFONTE (SR), LOCALITA' PASSANETO",FOTOVOLTAICO SIRACUSA 1 SRL,Sicilia,SR,"FRANCOFONTE, DI FRANCOFONTE",V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=150&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.963289
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 96.72 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,96.72,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.487396
"Provvedimento Autorizzatorio Unico Regionale n° G17606 del 19/12/2024 Determinazione n° G05875 del 20/05/2024 Favorevole con prescrizioni Realizzazione di un impianto fotovoltaico a terra, connesso alla rete elettrica di e-distribuzione tramite cavidotto interrato in MT, di potenza nominale 2284,48 kW in località “C. da Madonna di Loreto",ATON 22 srl,Lazio,Frosinone,Castrocielo,VERIFICA,2.28448,positivo,lazio,https://regionelazio.app.box.com/v/VIA-108-2021,2026-04-26T08:07:23.536890
FV - SAMBRONE,PARTANNA ENERGIE S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1031&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.050090
Impianto FER agrivoltaico - Comune di Collepasso (LE) - 19.83 MW,,Puglia,LE,Collepasso,Puglia VIA FER - agrivoltaico,19.83,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.489700
Provvedimento Autorizzatorio Unico Regionale n° G12504 del 30/09/2025 Determinazione n° G08166 del 26/06/2025 - Favorevole con prescrizioni Realizzazione Impianto fotovoltaico della potenza di circa 23600 KWp in località La Selva - Det. G09184 del 31/07/2020 Rinviato a V.I.A.,UNICABLE SRL,Lazio,Viterbo,Ischia di Castro,VERIFICA,23.6,positivo,lazio,https://regionelazio.app.box.com/v/VIA-026-2020,2026-04-26T08:07:23.718927
"IMPIANTO FOTOVOLTAICO DELLA POTENZA COMPLESSIVA DI 3,179 MWP",A2A ENERGIEFUTURE SPA,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),3.179,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1265&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.949506
"VERIFICA ASSOGGETTABILITÀ A VIA-ART. 19 DLGS 152/06 E S.M.I. “PROGETTO PER LA REALIZZAZIONE DI UN PARCO FOTOVOLTAICO DA 35MW – DENOMINATO PIETROLUPO 02 - E RELATIVE OPERE DI CONNESSIONE ALLA RTN, NEL COMUNE DI MINEO (CT) LOCALITÀ “TRE PORTELLE”",ITS MEDORA S.R.L.,Sicilia,CT,"MINEO, DI MINEO",Verifica di Assoggettabilita a VIA (art.19),35.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1272&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.952380
"IMPIANTO FOTOVOLTAICO AD INSEGUITORI MONOASSIALI CON SISTEMA DI ACCUMULO (ENERGY STORAGE SYSTEM), SITO NEL COMUNE DI SANTA CROCE CAMERINA (RG) IN LOCALITÀ C.DA PIANO SPINAZZA, COSTITUITO DA N°3 LOTTI DI IMPIANTO PER UNA POTENZA NOMINALE DI 3 X 4.711,28 KW",NEXTPOWER DEVELOPMENT ITALIA S.R.L.,Sicilia,RG,"SANTA CROCE CAMERINA, DI SANTA CROCE CAMERINA",V.I.A. (art.23 - 27bis),4.71128,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1044&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.058444
"IMPIANTO AGRO-FOTOVOLTAICO DA 4,677 MWP DENOMINATO ANTALBO",SICILY SUN ONE SRL,Sicilia,,,V.I.A. (art.23 - 27bis),4.677,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1050&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.062101
Impianto FER agrivoltaico - Comune di Castellaneta (TA) - 26.64 MW,,Puglia,TA,Castellaneta,Puglia VIA FER - agrivoltaico,26.64,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.215380
Impianto FER agrivoltaico - Comune di San Severo (FG) - 25.797 MW,,Puglia,FG,San Severo,Puglia VIA FER - agrivoltaico,25.797,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.216884
Impianto FER agrivoltaico - Comune di San Giovanni Rotondo (FG) - 78.4 MW,,Puglia,FG,San Giovanni Rotondo,Puglia VIA FER - agrivoltaico,78.4,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.237900
Impianto FER agrivoltaico - Comune di Acquaviva delle Fonti (BA) - 33.49 MW,,Puglia,BA,Acquaviva delle Fonti,Puglia VIA FER - agrivoltaico,33.49,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.498694
Impianto FER agrivoltaico - Comune di Poggio Imperiale (FG) - 60.58 MW,,Puglia,FG,Poggio Imperiale,Puglia VIA FER - agrivoltaico,60.58,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.304508
"ISTANZA PER L’AVVIO PROCEDURA DI VALUTAZIONE DI IMPATTO AMBIENTALE DEL PROGETTO PER LA REALIZZAZIONE E L’ESERCIZIO DI IMPIANTO FOTOVOLTAICO DI 2.936,64 KWP E DI TUTTE LE RELATIVE OPERE CONNESSE ED INFRASTRUTTURE, DENOMINATO FORNAZZO, COMUNE FRANCOFONTE(SR",SOLVALORE 1 SRL,Sicilia,,FRANCOFONTE,V.I.A. (art.23 - 27bis),2.93664,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1427&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.185419
"Installazione di un impianto fotovoltaico a terra da 23,688 MWp e relative opere connesse.",A2A GENCOGAS S.P.A.,Lombardia,,,V.E.R. Provinciali,23.688,concluso,lombardia,https://www.silvia.servizirl.it/silviaweb/#/scheda-sintesi/17453,2026-04-26T08:06:42.799540
"Determinazione n° G13637 del 08/11/2021 Favorevole con prescrizioni Provvedimento Autorizzatorio Unico Regionale n° G01994 del 24/02/2022 Determinazione n° G16264 del 23/12/2021 Favorevole con prescrizioni – Realizzazione Impianto fotovoltaico Terracina Solare 3,3MWp in località Borgo Hermada - Podere 2303 (strada Migliara 57 / strada Macchiarella).",SF CELESTE SRL,Lazio,Latina,Terracina,VIA,3.3,positivo,lazio,https://regionelazio.box.com/v/VIA-015-2021,2026-04-26T08:07:23.570713
"IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 1522,5 KWP DA REALIZZARE NEL COMUNE DI AUGUSTA (SR) INTERNAMENTE ALLA CENTRALE ENEL TIFEO",ENEL GREEN POWER SOLAR ENERGY SRL,Sicilia,SR,"AUGUSTA, DI AUGUSTA",Verifica di Assoggettabilita a VIA (art.19),1.5225,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=41&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.832802
"PROGETTO DI UN IMPIANTO FOTOVOLTAICO DENOMINATO 'FULGATORE' DA 42,5 MWP",X-ELIO ITALIA 2 SRL,Sicilia,,,V.I.A. (art.23 - 27bis),42.5,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=110&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.841969
"Realizzazione impianto FV della potenza di 8618,85 KWp in loc. Strada Ponte Materiale Determinazione n. G03995 del 12/04/2021 - Escluso dal procedimento di Via con prescrizioni",LATINA C FOTOVOLTAICO SRL,Lazio,Latina,Latina,VERIFICA,8.61885,,lazio,https://regionelazio.box.com/v/VIA-130-2020,2026-04-26T08:07:23.572181
"REALIZZAZIONE DI UN IMPIANTO AGRIVOLTAICO DENOMINATO “FV BELPASSO”, DI POTENZA IN IMMISSIONE PARI A 9,99 MW E POTENZA DI PICCO PARI A 12,348 MWP SITO NEL COMUNE DI BELPASSO (CT) – C.DA MAGAZZINAZZO",ENEL GREEN POWER SOLAR ENERGY SRL,Sicilia,CT,"BELPASSO, DI BELPASSO",V.I.A. (art.23 - 27bis),9.99,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1224&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.106646
Impianto FER agrivoltaico - Comune di Serracapriola (FG) - 46.632 MW,,Puglia,FG,Serracapriola,Puglia VIA FER - agrivoltaico,46.632,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.306194
Impianto FER agrivoltaico - Comune di Mesagne (BR) - 66 MW,,Puglia,BR,Mesagne,Puglia VIA FER - agrivoltaico,66.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.308299
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 14.99 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,14.99,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.353845
"Realizzazione Impianto fotovoltaico a terra della potenza di circa 3405,60 KWp connesso alla RTN in località Borgo Hermada Via di Macchia Piano II Determinazione n. G14938 del 09/12/2020 - Escluso dal procedimento di Via con prescrizioni",EL 1.0 SRL,Lazio,Latina,Terracina,VERIFICA,3.4056,,lazio,https://regionelazio.app.box.com/v/VIA-024-2020,2026-04-26T08:07:23.722266
"Det. G12708 del 24/09/2019 Favorevole con prescrizioni - Realizzazione impianto fotovoltaico a terra potenza 54,20 MWp in loc. Camposcala Provvedimento Autorizzatorio Unico Regionale n° 14495 del 23/10/2019",CAMPOSCALA SRL,Lazio,Viterbo,Montalto di Castro,VIA,54.2,positivo,lazio,https://regionelazio.box.com/v/077-2018,2026-04-26T08:07:23.779225
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 7714,56 KWP DA REALIZZARSI IN CONTRADA CANNELLAZZA NEL COMUNE DI CARLENTINI (SR)",TRINA SOLAR SICILIA 3 SRL,Sicilia,SR,"CARLENTINI, DI CARLENTINI",V.I.A. (art.23 - 27bis),7.71456,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=261&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.970216
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO AGRO-FOTOVOLTAICO CON VALENZA SPERIMENTALE DELLA POTENZA DI 66.691,80 KWP DENOMINATO \TUDIA HV\"" DA REALIZZARSI NEL COMUNE DI CASTELLANA SICULA (PA) IN C.DA TUDIA""",TES DEVELOPMENT S.R.L.,Sicilia,PA,"CASTELLANA SICULA, DI CASTELLANA SICULA",V.I.A. (art.23 - 27bis),66.6918,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=628&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:43.986412
Impianto FER agrivoltaico - Comune di Castellaneta (TA) - 31.04 MW,,Puglia,TA,Castellaneta,Puglia VIA FER - agrivoltaico,31.04,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.171225
Impianto FER fotovoltaico - Comune di Taranto (TA) - 50 MW,,Puglia,TA,Taranto,Puglia VIA FER - fotovoltaico,50.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.221403
Impianto FER fotovoltaico - Comune di Cerignola (FG) - 42.24 MW,,Puglia,FG,Cerignola,Puglia VIA FER - fotovoltaico,42.24,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.175636
Impianto FER agrivoltaico - Comune di San Michele Salentino (BR) - 24.038 MW,,Puglia,BR,San Michele Salentino,Puglia VIA FER - agrivoltaico,24.038,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:45.183818
IMPIANTO FOTOVOLTAICO IN CONTRADA SCIRI DI SOTTO,SOCIETÀ FOTOVOLTAICO TRE SRL,Sicilia,,,Verifica di Assoggettabilita a VIA (art.19),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=989&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.032779
"PROGETTO PER LA REALIZZAZIONE DI UN IMPIANTO FOTOVOLTAICO DELLA POTENZA DI CIRCA 38,19 MWP, ED ANNESSO SISTEMA DI ACCUMULO, DENOMINATO \SIBER\""""",SONNEDIX SAN PAOLO SRL,Sicilia,,,V.I.A. (art.23 - 27bis),38.19,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1115&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T08:06:44.067926
Impianto FER fotovoltaico - Comune di Brindisi (BR) - 41.06 MW,,Puglia,BR,Brindisi,Puglia VIA FER - fotovoltaico,41.06,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T08:06:44.988038
